region,date,dis,id,catg,target
103,22/12/2013,69,5843,11,0
309,3/6/2016,62,19069,11,0
311,8/4/2015,63,17315,11,0
107,9/12/2005,69,1897,11,0
301,9/10/2007,62,12386,11,0
103,27/1/2017,69,13783,11,0
312,22/12/2016,63,10517,11,0
104,18/6/2013,69,4855,11,0
101,11/10/1996,60,22969,11,0
301,13/5/2008,62,8498,11,0
103,4/4/1978,69,12266,11,0
104,23/2/2001,69,2138,11,0
101,19/3/1985,60,10980,11,0
311,4/7/2011,63,4517,11,0
311,13/10/2016,63,2067,11,0
104,19/12/2012,69,1796,11,0
310,4/7/2006,62,10566,51,1
101,9/1/1991,60,12560,11,0
101,20/8/2010,60,17682,11,0
303,24/10/1981,62,44,11,0
310,29/12/2009,62,9665,11,0
105,27/4/2004,69,12996,11,0
107,13/10/2012,69,15301,11,0
301,8/5/2015,62,18961,11,0
302,31/7/2009,62,15797,11,0
107,10/7/2006,69,9365,11,0
101,20/2/2009,60,22166,11,0
104,26/11/1987,69,3932,11,0
101,29/11/2004,60,12093,12,0
303,24/9/1987,62,17686,11,0
309,30/4/1985,62,7447,11,0
304,10/11/2015,62,22110,11,0
104,13/6/2016,69,5725,11,0
104,30/5/2011,69,21084,11,0
312,24/9/2010,63,256,11,0
372,11/3/2014,63,12923,11,0
107,30/5/1978,69,7702,11,0
311,24/9/2012,63,11209,11,0
311,11/12/2014,63,14739,11,0
103,25/1/2014,69,15767,11,1
308,1/8/2009,62,2139,11,0
107,16/12/2016,69,8067,11,0
101,1/9/2006,60,15347,11,0
307,21/1/2014,62,23108,11,0
302,2/5/2008,62,5643,11,0
312,27/10/1989,63,13594,11,0
107,29/8/2016,69,20397,11,0
311,24/6/2016,63,21315,11,0
313,18/10/2012,63,16153,11,1
104,14/2/2007,69,4436,11,0
101,1/6/2012,60,21070,11,0
312,24/5/2014,63,16408,11,0
107,9/3/2001,69,14273,11,0
104,20/5/1997,69,227,11,0
101,25/8/2014,60,19431,11,0
107,15/8/2013,69,15248,11,0
303,27/2/1982,62,8125,11,0
302,16/5/1996,62,1683,11,0
310,27/11/2007,62,7608,11,0
306,20/11/1996,63,11292,11,0
302,30/6/2004,62,7534,11,0
304,17/2/2015,62,10230,11,0
301,13/11/2010,62,21342,11,0
101,7/12/2008,60,17929,11,0
101,17/4/2008,60,13794,11,0
309,24/10/2015,62,9906,11,0
306,12/12/2011,63,3502,11,0
101,2/2/2010,60,23383,11,0
104,30/4/2014,69,16998,11,0
309,27/6/2008,62,13913,11,0
311,8/3/2016,63,1503,11,0
101,22/10/2014,60,22198,11,0
101,25/12/2007,60,10678,11,0
305,28/9/2012,62,8619,11,0
101,22/4/2015,60,4810,11,0
371,23/9/1994,62,12912,11,0
104,31/12/1993,69,22433,11,0
103,20/2/1979,69,444,11,0
103,14/8/2010,69,1348,11,0
312,10/12/2011,63,13927,11,0
302,26/12/2002,62,14347,11,0
371,25/10/2017,62,4379,11,0
105,25/9/2013,69,3684,11,0
104,28/5/2012,69,10810,11,0
101,29/11/2017,60,20584,11,0
311,23/3/2017,63,17990,11,0
101,9/9/1993,60,10304,11,0
311,1/12/2012,63,12494,11,0
303,18/2/2008,62,1241,11,0
312,22/1/2018,63,5275,11,0
311,24/7/2013,63,10660,11,1
306,30/12/2015,63,6930,11,0
309,17/3/2012,62,12169,11,0
310,16/6/2011,62,5907,11,0
101,29/1/2008,60,22060,11,0
312,24/12/1993,63,19010,11,1
107,16/7/2013,69,12685,11,0
307,15/4/1983,62,16866,11,0
302,8/12/2014,62,3412,11,0
311,14/5/2002,63,16642,11,0
305,25/10/1999,62,2577,11,0
101,18/9/2009,60,12834,11,0
104,24/12/2008,69,16046,11,0
101,5/4/2010,60,19364,11,0
312,8/12/2014,63,18731,11,0
101,8/12/1995,60,6074,12,0
101,5/10/2011,60,17798,11,0
309,23/11/2004,62,6640,11,0
302,14/4/2014,62,18692,11,0
309,10/7/2012,62,9290,12,0
101,8/7/2014,60,22294,11,0
101,22/3/2010,63,10139,11,0
107,9/8/2014,69,10432,11,0
302,3/8/2015,62,23336,11,0
307,25/10/2006,62,1727,11,0
312,2/12/2011,63,16207,11,0
371,10/10/2011,62,3551,11,0
307,10/3/2008,62,7603,11,0
107,28/6/1988,69,1362,11,0
303,27/10/2007,62,22899,11,0
302,19/9/2015,62,3670,11,0
399,14/10/1982,63,19613,11,0
305,28/12/1994,62,16521,11,0
104,14/6/2002,69,3561,11,0
311,4/2/2016,63,4293,11,0
101,15/6/2015,60,20905,11,0
103,4/7/2015,69,4619,11,0
106,9/5/2016,69,14106,11,0
101,24/12/2002,60,19998,11,0
305,26/3/2012,62,6168,11,0
311,3/8/2000,63,14621,11,0
311,26/3/2014,63,11416,11,0
101,6/11/2013,60,2964,11,0
107,31/5/2007,69,20447,11,0
101,30/11/2000,60,17936,11,0
101,23/12/2013,60,16909,11,0
101,28/12/2015,60,16999,11,0
103,1/4/2005,69,22918,11,0
306,20/11/2015,63,13641,11,0
101,16/11/2000,60,5565,11,0
306,10/12/2016,63,18876,11,0
310,30/9/1999,62,6085,11,0
301,7/6/2013,62,17443,11,0
107,7/11/2016,69,5319,11,0
103,29/11/2016,69,22007,11,0
101,4/11/2008,60,19872,11,0
101,1/3/2005,60,20355,11,0
305,27/1/2012,62,17684,11,0
101,11/9/1990,60,2467,11,0
312,17/7/2013,63,8010,12,0
101,16/4/1998,60,7791,11,0
303,7/7/2014,62,22708,11,0
104,27/1/1986,69,2729,11,0
101,23/7/2013,60,4140,11,0
307,5/5/2005,62,13705,11,0
104,27/4/2009,69,589,11,0
311,7/5/2015,63,9595,11,0
101,15/4/2010,60,22628,11,0
305,19/7/2011,62,6407,11,0
310,15/1/2016,62,18681,11,0
101,28/7/2011,60,17784,11,0
101,2/4/2010,60,861,11,0
310,31/8/2001,62,5554,11,0
307,2/8/2014,62,10481,11,0
101,3/12/2014,60,5913,11,0
107,26/11/1987,69,5348,11,0
302,2/4/2015,62,22801,11,0
107,24/10/2013,69,9635,11,0
301,29/10/2008,62,20072,11,0
312,19/10/2016,63,16772,11,0
101,7/8/2009,60,18492,11,0
310,23/5/1995,62,5772,11,0
104,25/5/2001,69,18306,11,0
101,27/9/1991,60,11786,11,0
371,17/10/2008,62,4771,11,0
107,15/6/2016,69,12077,11,0
107,11/3/2014,69,10187,11,0
304,2/11/2012,62,13739,11,0
302,2/6/2016,62,22462,11,0
302,3/12/2009,62,7720,11,1
107,4/4/2015,69,1645,11,0
307,8/9/1979,62,11607,11,0
103,27/12/2010,69,8725,11,1
307,18/5/1984,62,12275,11,0
306,28/6/1979,63,9009,11,0
312,2/6/2014,63,17192,11,0
104,25/5/1998,69,7726,11,0
303,28/11/2006,62,13293,11,0
101,26/3/1997,60,19483,11,0
301,19/1/2010,62,9810,11,0
104,30/4/2014,69,757,11,0
101,5/11/2002,60,11049,11,0
301,3/6/1987,62,16809,11,1
313,17/2/2015,63,18254,11,0
305,10/5/2011,62,12005,11,0
302,31/12/2016,62,17794,11,0
103,16/10/2012,69,8401,11,0
107,20/8/1986,69,2912,12,0
311,7/6/2002,63,22127,11,0
103,23/11/2012,69,7210,11,0
101,19/6/1980,60,19494,11,0
104,17/3/2014,69,9717,11,0
311,11/2/2014,63,8443,11,1
310,28/9/2016,62,4039,11,0
101,31/8/1990,60,2291,12,0
311,13/4/2011,63,17497,11,0
104,4/5/1988,69,12590,11,0
103,25/12/2010,69,15844,11,0
303,7/2/2011,62,16315,11,0
103,15/7/2011,69,5160,11,0
310,29/6/2015,62,486,11,0
101,24/3/2010,60,3261,11,0
101,30/11/2012,60,22998,11,0
303,28/1/2015,62,17539,11,0
103,25/2/2016,69,3937,11,1
310,23/5/2005,62,10825,11,0
101,12/11/2013,60,7627,11,0
101,4/5/1994,60,19688,11,0
101,13/2/2012,60,15476,11,0
103,27/9/1994,69,17691,11,0
101,16/7/2015,60,340,11,0
101,16/4/2013,60,13344,11,0
101,17/10/2007,60,22314,11,0
309,13/1/2010,62,10130,11,0
101,16/8/1989,60,12932,11,0
310,18/7/2017,62,14550,11,0
310,22/6/2015,62,10067,11,0
101,1/4/2013,60,8193,12,0
309,31/3/2016,62,5421,11,0
311,20/11/2006,63,3022,11,0
304,21/10/2014,62,7493,11,0
101,11/11/2013,60,12442,11,0
307,23/1/2013,62,12678,11,0
302,15/10/2008,62,4770,11,0
101,15/12/1986,60,15534,11,0
101,23/6/1995,60,7907,11,0
104,4/7/2013,69,2714,11,0
303,21/1/2002,62,22930,12,0
104,13/11/2010,69,35,11,0
101,18/2/2009,60,20786,11,0
303,13/10/2008,62,23187,11,0
101,27/7/2001,60,427,11,0
101,16/5/2012,60,10405,11,0
101,5/2/2007,60,5443,11,0
104,16/4/1977,69,19270,11,0
311,30/4/2016,63,6059,11,0
313,11/2/2013,63,21443,11,0
312,11/4/1990,63,13315,11,1
307,21/3/2014,62,19942,11,0
104,28/5/2014,69,1271,11,0
310,3/12/1996,62,12453,11,0
107,13/12/1993,69,18533,11,0
310,5/10/2017,62,23136,11,0
310,3/8/2017,62,4819,11,0
307,5/12/1991,62,789,11,0
107,5/12/2014,69,6911,11,0
101,5/1/2017,60,15093,11,0
101,2/12/1993,60,19932,11,0
310,14/9/1993,62,13346,11,0
107,18/4/2017,69,10390,11,0
310,11/7/2017,62,7624,11,0
303,30/11/2000,62,5780,12,0
307,1/7/2015,62,20728,11,0
371,4/11/2015,62,16947,11,0
311,5/12/2009,63,4399,11,0
103,27/7/2017,69,3613,11,0
311,2/11/2013,63,10355,11,0
101,10/1/2014,60,17748,11,0
371,23/5/1995,62,7320,11,0
104,17/11/2016,69,14209,11,0
101,14/10/2016,60,13435,11,0
101,18/10/2016,60,6089,11,0
105,20/5/2005,69,6588,11,0
107,20/11/2015,69,14403,11,0
101,18/4/2008,60,18669,11,0
305,24/3/2011,62,5,11,0
104,1/7/2015,69,465,11,0
101,7/3/1988,60,22491,11,0
103,29/1/2014,69,14891,11,0
101,28/10/1985,60,15309,11,0
303,6/4/2017,62,23289,11,0
101,31/5/2011,60,19260,11,0
301,15/2/2010,62,11694,11,1
101,5/2/1990,60,6797,11,0
309,30/11/2010,62,1354,12,1
307,18/6/2011,62,3133,11,0
104,26/12/2011,69,6821,11,0
312,16/11/2015,63,253,11,0
107,13/12/2011,69,1265,11,0
372,26/2/2013,63,6798,11,0
309,18/11/2016,62,1480,11,0
311,9/2/2015,63,20253,11,0
104,23/7/2002,69,10156,11,0
101,20/11/2012,60,7141,11,0
303,2/1/2008,62,10408,11,0
303,27/9/2011,62,3586,11,0
311,30/10/2009,63,12389,11,0
310,26/9/2000,62,21979,11,0
372,30/12/1995,63,23147,11,0
307,20/11/2000,62,8520,11,0
307,21/6/2014,62,18271,11,0
311,17/2/2016,63,19740,11,0
101,18/11/2004,60,1274,11,0
101,17/12/2012,60,20490,11,0
104,20/9/2012,69,5951,11,0
104,26/6/1995,69,14953,11,0
101,24/9/2010,60,830,11,0
103,9/11/2015,69,7639,11,0
311,2/4/2012,63,2608,11,0
303,16/11/2013,62,9905,11,0
107,3/11/2014,69,23153,11,0
379,9/12/2010,63,11363,11,0
311,22/9/2015,63,12219,11,0
306,28/5/2015,63,297,11,0
104,20/2/2009,69,2945,11,0
310,18/6/2011,62,1424,11,0
104,18/12/1995,69,8910,11,0
103,1/6/2000,69,7126,11,0
104,19/8/2008,69,21208,11,0
103,30/6/2004,69,18411,11,0
306,26/9/2002,63,11660,12,0
399,18/4/1981,63,14420,11,0
105,26/5/2015,69,15420,11,0
311,8/2/2017,63,4682,11,0
311,19/9/2013,63,21940,11,0
101,20/10/2008,60,4520,11,0
311,26/6/2009,63,10536,11,0
101,26/7/2011,60,5173,11,0
101,24/8/2007,60,5977,11,0
104,16/6/2015,69,201,11,0
311,3/2/2015,63,6188,11,0
307,31/3/2010,62,4301,11,0
311,15/6/2009,63,5788,11,0
101,1/10/2004,60,135,11,0
107,25/12/2017,69,6599,11,0
104,10/8/2009,69,9401,11,0
313,21/11/1995,63,16518,11,0
101,30/12/2013,60,14316,11,0
103,28/5/2012,69,16944,11,0
101,12/1/2015,60,20914,11,0
309,29/3/2014,62,10506,11,0
311,4/12/2013,63,17114,11,0
311,24/11/2014,63,9427,11,0
107,4/7/2015,69,1995,11,0
101,24/10/2013,60,9002,11,0
305,11/2/2008,62,10013,11,0
104,10/3/2013,69,19789,11,0
107,4/12/2010,69,19874,11,0
104,1/12/1980,69,7103,11,0
304,13/3/2001,62,5448,11,0
101,16/6/2008,60,21192,11,0
101,25/12/2013,60,17534,11,0
302,15/11/2013,62,18300,11,0
101,13/2/2015,60,16980,11,0
311,27/8/2016,63,2935,11,0
311,26/4/2011,63,4844,11,0
104,16/3/2012,69,12872,11,0
371,4/4/2005,62,7888,11,0
103,28/10/2017,69,11340,11,0
107,25/9/2010,69,20370,11,0
104,9/10/2008,69,9500,11,0
101,17/11/1977,60,11606,11,0
379,28/12/2011,63,7250,11,0
101,7/11/2016,60,16477,11,0
101,19/8/2014,63,9939,11,0
311,23/10/2015,63,20658,11,1
101,23/11/2009,60,21142,11,0
313,21/5/2009,63,16654,11,0
101,13/7/2015,60,4637,11,0
107,28/1/2014,69,5349,11,0
101,11/12/2007,60,6169,11,0
306,26/9/1989,63,12263,11,0
311,16/12/2014,63,4922,11,0
101,15/12/2008,60,12523,11,0
101,17/3/1979,60,22076,11,0
306,9/2/2017,63,5759,11,0
104,7/5/2014,69,22458,11,0
309,23/10/2017,62,21358,11,0
301,1/8/1984,62,4240,11,0
101,29/12/2012,60,4326,11,0
101,9/7/1999,60,16237,11,0
311,29/12/2000,63,12638,11,0
101,13/12/1989,60,13058,12,0
103,18/8/2016,69,23348,11,0
105,8/12/2014,69,6123,11,0
104,15/4/2009,69,22417,11,0
101,31/8/2015,60,1144,11,0
312,21/12/1995,63,18992,11,0
101,22/4/1977,60,331,11,0
104,27/10/1980,69,14720,11,0
104,12/12/2013,69,19437,11,0
101,11/10/2017,60,19926,11,0
307,14/4/1995,62,2721,11,0
101,27/4/2015,60,7650,11,0
303,25/10/2010,62,8326,11,0
101,1/3/2006,60,17276,11,0
103,8/7/2013,69,1912,11,0
301,2/3/2015,62,223,11,0
104,10/6/2015,69,12358,11,0
311,24/1/2017,63,14212,11,0
312,18/11/2013,63,20152,11,0
101,8/6/2012,60,3895,11,0
105,6/3/2017,69,20174,11,0
302,9/8/2017,62,21150,11,0
101,31/12/1994,63,20861,11,0
310,26/8/2017,62,1185,11,0
104,3/8/2010,69,22419,11,0
311,26/5/1987,63,9787,11,0
101,29/10/2013,60,13225,11,0
101,26/6/2007,60,14834,11,0
311,25/3/2014,63,11017,11,0
310,31/1/2002,62,17757,11,0
104,9/1/2007,69,7074,11,0
103,6/9/2011,69,962,11,0
313,18/5/2016,63,3799,11,0
101,18/10/2016,60,11929,11,0
101,25/6/1992,60,19033,11,0
309,7/12/2017,62,14544,11,0
101,18/5/2011,60,16484,11,0
103,15/9/1997,69,13245,11,0
107,28/12/2015,69,3068,11,0
101,17/10/2008,60,18570,11,0
372,13/6/1990,63,6926,11,1
101,6/11/1995,60,22904,11,0
307,16/11/2016,62,19264,11,0
371,21/2/2011,62,12179,11,0
101,13/12/2012,60,22456,11,0
107,9/10/1996,69,13235,11,0
310,8/7/2015,62,6884,11,0
311,5/10/2016,63,1316,11,1
301,12/4/2010,62,20442,11,0
104,8/8/2018,69,4318,11,0
306,28/6/1982,63,17505,11,0
303,3/5/2016,62,10760,11,0
101,14/11/2011,60,442,11,1
107,12/11/2013,69,11247,11,0
306,15/4/2017,63,6495,11,0
311,7/7/2011,63,19951,11,0
312,7/5/2002,63,2288,11,0
101,10/8/1981,60,21487,11,0
301,10/9/2008,62,14260,11,0
371,11/2/2008,62,6516,11,0
301,23/1/2018,62,4496,11,0
104,16/8/2012,69,6714,11,0
104,19/4/2017,69,8397,11,0
104,26/4/2010,69,7889,11,0
104,11/11/2010,69,10539,11,0
101,1/11/2016,60,23133,11,0
101,11/11/2008,60,9044,11,0
303,25/10/2011,62,2295,11,0
311,8/10/2015,63,11004,11,0
101,30/12/2013,60,19709,11,0
310,30/4/2011,62,18719,11,0
303,4/3/2008,62,9891,11,0
101,13/2/2018,60,22567,11,0
103,29/11/2011,69,791,11,0
103,6/8/2009,69,13305,11,0
307,30/6/1999,62,17503,11,0
304,16/4/2009,62,5286,11,0
312,15/3/2014,63,10053,11,0
107,20/9/2006,69,13480,11,0
101,29/5/2012,63,7451,11,1
302,3/11/2017,62,4846,11,0
310,28/6/1988,62,5060,11,0
310,26/8/2011,62,17041,11,0
101,16/10/2000,60,322,11,0
103,29/5/2012,69,19837,11,0
105,3/10/2009,69,893,11,0
101,19/3/1977,60,2294,11,0
104,16/5/2013,69,10657,11,0
301,14/10/1982,62,9639,11,0
101,20/11/2007,60,9556,11,0
303,18/10/2016,62,3248,11,0
101,5/6/2009,60,2548,11,1
103,10/9/2004,69,9381,11,0
101,13/11/1980,60,22003,11,0
303,13/2/2007,62,4350,11,0
101,22/4/1978,60,472,11,0
310,18/8/1988,62,21569,11,0
311,13/5/2014,63,3491,11,0
104,28/2/1995,69,6347,11,0
311,28/4/2016,63,2599,11,0
104,15/3/2012,69,3,11,0
307,31/8/2009,62,20402,11,0
302,6/12/1977,62,1704,11,0
311,13/12/1994,63,15443,11,0
301,26/7/1979,62,20831,11,0
311,15/7/2017,63,22063,11,0
301,17/1/2018,62,7787,11,0
307,10/9/2012,62,22414,11,0
310,8/8/2017,62,17245,11,0
101,26/2/2013,60,12469,11,0
304,19/11/2012,62,8065,11,0
101,17/3/2006,60,3992,11,0
311,8/10/2015,63,17361,11,0
303,19/6/2000,62,3100,11,0
107,12/2/2009,69,18626,11,0
308,17/2/2016,63,16251,11,0
104,26/11/1981,69,16607,11,0
310,14/12/2015,62,17604,11,0
312,22/1/2013,63,16455,11,0
104,7/11/2013,69,14815,11,0
101,5/6/2001,60,6267,11,0
104,25/3/2016,69,20691,11,1
104,30/6/1989,69,20042,11,0
371,5/12/2011,62,10403,11,0
306,24/10/2015,63,21779,11,0
310,3/10/2016,62,2867,11,0
301,7/5/2014,62,8237,11,0
101,24/10/1983,60,2068,12,0
309,28/12/2016,62,13764,11,0
101,10/1/2014,60,16504,11,0
104,3/11/2014,69,16148,11,0
312,4/4/2016,63,11321,11,0
309,19/3/2011,62,4542,11,0
301,23/12/2010,62,10791,11,0
107,28/1/1985,69,19643,11,1
371,5/9/2013,62,14854,11,0
307,30/12/1987,62,19644,11,0
104,27/6/2007,69,10508,11,0
310,26/12/2012,62,17931,11,0
304,15/4/1988,62,5678,11,0
302,15/8/2014,62,21544,12,1
101,27/12/2013,60,3837,11,0
103,24/7/2018,69,3171,11,0
304,16/9/2013,62,14791,11,0
105,28/2/2003,69,563,11,0
101,23/12/2014,60,20163,11,0
103,16/3/2013,69,5096,11,0
312,12/12/2009,63,14769,11,0
101,5/2/2009,60,15103,11,0
105,29/8/1994,69,4365,11,0
379,26/12/2016,63,4477,11,0
310,11/6/2016,62,4007,11,0
307,28/5/2002,62,11857,11,0
301,30/8/2017,62,4236,11,0
101,3/8/2016,60,16543,11,0
371,22/6/1987,62,23199,11,0
311,4/6/2015,63,17420,11,0
104,2/4/1991,69,7027,11,0
311,27/9/2016,63,21339,11,0
101,1/6/2015,60,4816,11,0
305,7/7/2012,62,14872,11,0
101,27/12/2002,60,10121,11,0
106,16/8/2011,69,6373,11,0
302,22/11/2010,62,2258,11,0
311,7/5/2002,63,23123,12,0
104,23/3/2012,69,15110,11,0
101,21/8/1995,60,2520,11,0
103,17/2/2014,69,18400,11,0
312,29/10/2011,63,6987,11,0
107,25/3/2002,69,5410,11,0
310,11/5/2009,62,18261,11,0
101,23/11/1987,60,13743,11,0
107,20/8/2013,69,16048,11,0
104,12/10/2006,69,959,11,0
104,10/7/2002,69,8885,11,0
104,16/11/2011,69,1143,11,0
311,8/9/1992,63,7693,11,0
104,10/4/2014,69,16346,11,1
303,11/1/2008,62,23311,11,0
107,12/5/2015,69,3482,11,0
309,18/4/1985,62,19758,11,0
107,12/2/2014,69,13940,11,0
312,13/6/2015,63,22378,11,0
